Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
D1,201617,10/09/16,Ingolstadt,Hertha,0,2,A,0,1,A
D1,201617,10/09/16,Leverkusen,Hamburg,3,1,H,0,0,D
D1,201617,10/09/16,RB Leipzig,Dortmund,1,0,H,0,0,D
D1,201617,10/09/16,Wolfsburg,FC Koln,0,0,D,0,0,D
D1,201617,11/09/16,Mainz,Hoffenheim,4,4,D,4,1,H
D1,201617,11/09/16,Werder Bremen,Augsburg,1,2,A,1,0,H
D1,201617,16/09/16,FC Koln,Freiburg,3,0,H,3,0,H
D1,201617,17/09/16,Bayern Munich,Ingolstadt,3,1,H,1,1,D
D1,201617,17/09/16,Dortmund,Darmstadt,6,0,H,1,0,H
D1,201617,17/09/16,Ein Frankfurt,Leverkusen,2,1,H,0,0,D
D1,201617,17/09/16,Hamburg,RB Leipzig,0,4,A,0,0,D
D1,201617,17/09/16,Hoffenheim,Wolfsburg,0,0,D,0,0,D
D1,201617,17/09/16,M'gladbach,Werder Bremen,4,1,H,4,0,H
D1,201617,18/09/16,Augsburg,Mainz,1,3,A,0,1,A
D1,201617,18/09/16,Hertha,Schalke 04,2,0,H,0,0,D
D1,201617,20/09/16,Darmstadt,Hoffenheim,1,1,D,0,0,D
D1,201617,20/09/16,Freiburg,Hamburg,1,0,H,0,0,D
D1,201617,20/09/16,Ingolstadt,Ein Frankfurt,0,2,A,0,1,A
D1,201617,20/09/16,Wolfsburg,Dortmund,1,5,A,0,2,A
D1,201617,21/09/16,Bayern Munich,Hertha,3,0,H,1,0,H
D1,201617,21/09/16,Leverkusen,Augsburg,0,0,D,0,0,D
D1,201617,21/09/16,RB Leipzig,M'gladbach,1,1,D,1,0,H
D1,201617,21/09/16,Schalke 04,FC Koln,1,3,A,1,1,D
D1,201617,21/09/16,Werder Bremen,Mainz,1,2,A,1,0,H
D1,201617,23/09/16,Dortmund,Freiburg,3,1,H,1,0,H
D1,201617,24/09/16,Augsburg,Darmstadt,1,0,H,0,0,D
D1,201617,24/09/16,Ein Frankfurt,Hertha,3,3,D,2,1,H
D1,201617,24/09/16,Hamburg,Bayern Munich,0,1,A,0,0,D
D1,201617,24/09/16,Mainz,Leverkusen,2,3,A,2,1,H
D1,201617,24/09/16,M'gladbach,Ingolstadt,2,0,H,1,0,H
D1,201617,24/09/16,Werder Bremen,Wolfsburg,2,1,H,0,0,D
D1,201617,25/09/16,FC Koln,RB Leipzig,1,1,D,1,1,D
D1,201617,25/09/16,Hoffenheim,Schalke 04,2,1,H,2,1,H
D1,201617,30/09/16,RB Leipzig,Augsburg,2,1,H,1,1,D
D1,201617,01/10/16,Bayern Munich,FC Koln,1,1,D,1,0,H
D1,201617,01/10/16,Darmstadt,Werder Bremen,2,2,D,1,0,H
D1,201617,01/10/16,Freiburg,Ein Frankfurt,1,0,H,1,0,H
D1,201617,01/10/16,Hertha,Hamburg,2,0,H,1,0,H
D1,201617,01/10/16,Ingolstadt,Hoffenheim,1,2,A,0,2,A
D1,201617,01/10/16,Leverkusen,Dortmund,2,0,H,1,0,H
D1,201617,02/10/16,Schalke 04,M'gladbach,4,0,H,0,0,D
D1,201617,02/10/16,Wolfsburg,Mainz,0,0,D,0,0,D
D1,201617,14/10/16,Dortmund,Hertha,1,1,D,0,0,D
D1,201617,15/10/16,Augsburg,Schalke 04,1,1,D,0,0,D
D1,201617,15/10/16,Ein Frankfurt,Bayern Munich,2,2,D,1,1,D
D1,201617,15/10/16,FC Koln,Ingolstadt,2,1,H,2,0,H
D1,201617,15/10/16,Hoffenheim,Freiburg,2,1,H,1,0,H
D1,201617,15/10/16,M'gladbach,Hamburg,0,0,D,0,0,D
D1,201617,15/10/16,Werder Bremen,Leverkusen,2,1,H,1,1,D
D1,201617,16/10/16,Mainz,Darmstadt,2,1,H,1,0,H
D1,201617,16/10/16,Wolfsburg,RB Leipzig,0,1,A,0,0,D
D1,201617,21/10/16,Hamburg,Ein Frankfurt,0,3,A,0,1,A
D1,201617,22/10/16,Bayern Munich,M'gladbach,2,0,H,2,0,H
D1,201617,22/10/16,Darmstadt,Wolfsburg,3,1,H,1,0,H
D1,201617,22/10/16,Freiburg,Augsburg,2,1,H,0,0,D
D1,201617,22/10/16,Hertha,FC Koln,2,1,H,1,0,H
D1,201617,22/10/16,Ingolstadt,Dortmund,3,3,D,2,0,H
D1,201617,22/10/16,Leverkusen,Hoffenheim,0,3,A,0,1,A
D1,201617,23/10/16,RB Leipzig,Werder Bremen,3,1,H,1,0,H
D1,201617,23/10/16,Schalke 04,Mainz,3,0,H,1,0,H
D1,201617,28/10/16,M'gladbach,Ein Frankfurt,0,0,D,0,0,D
D1,201617,29/10/16,Augsburg,Bayern Munich,1,3,A,0,2,A
D1,201617,29/10/16,Darmstadt,RB Leipzig,0,2,A,0,0,D
D1,201617,29/10/16,Dortmund,Schalke 04,0,0,D,0,0,D
D1,201617,29/10/16,Mainz,Ingolstadt,2,0,H,0,0,D
D1,201617,29/10/16,Werder Bremen,Freiburg,1,3,A,0,2,A
D1,201617,29/10/16,Wolfsburg,Leverkusen,1,2,A,1,0,H
D1,201617,30/10/16,FC Koln,Hamburg,3,0,H,0,0,D
D1,201617,30/10/16,Hoffenheim,Hertha,1,0,H,1,0,H
D1,201617,04/11/16,Hertha,M'gladbach,3,0,H,2,0,H
D1,201617,05/11/16,Bayern Munich,Hoffenheim,1,1,D,1,1,D
D1,201617,05/11/16,Ein Frankfurt,FC Koln,1,0,H,1,0,H
D1,201617,05/11/16,Freiburg,Wolfsburg,0,3,A,0,1,A
D1,201617,05/11/16,Hamburg,Dortmund,2,5,A,0,3,A
D1,201617,05/11/16,Ingolstadt,Augsburg,0,2,A,0,0,D
D1,201617,05/11/16,Leverkusen,Darmstadt,3,2,H,1,0,H
D1,201617,06/11/16,RB Leipzig,Mainz,3,1,H,3,0,H
D1,201617,06/11/16,Schalke 04,Werder Bremen,3,1,H,2,1,H
D1,201617,18/11/16,Leverkusen,RB Leipzig,2,3,A,2,1,H
D1,201617,19/11/16,Augsburg,Hertha,0,0,D,0,0,D
D1,201617,19/11/16,Darmstadt,Ingolstadt,0,1,A,0,0,D
D1,201617,19/11/16,Dortmund,Bayern Munich,1,0,H,1,0,H
D1,201617,19/11/16,Mainz,Freiburg,4,2,H,2,0,H
D1,201617,19/11/16,M'gladbach,FC Koln,1,2,A,1,0,H
D1,201617,19/11/16,Wolfsburg,Schalke 04,0,1,A,0,0,D
D1,201617,20/11/16,Hoffenheim,Hamburg,2,2,D,1,1,D
D1,201617,20/11/16,Werder Bremen,Ein Frankfurt,1,2,A,1,0,H
D1,201617,25/11/16,Freiburg,RB Leipzig,1,4,A,1,3,A
D1,201617,26/11/16,Bayern Munich,Leverkusen,2,1,H,1,1,D
D1,201617,26/11/16,Ein Frankfurt,Dortmund,2,1,H,0,0,D
D1,201617,26/11/16,FC Koln,Augsburg,0,0,D,0,0,D
D1,201617,26/11/16,Hamburg,Werder Bremen,2,2,D,2,2,D
D1,201617,26/11/16,Ingolstadt,Wolfsburg,1,1,D,1,0,H
D1,201617,26/11/16,M'gladbach,Hoffenheim,1,1,D,1,0,H
D1,201617,27/11/16,Hertha,Mainz,2,1,H,1,1,D
D1,201617,27/11/16,Schalke 04,Darmstadt,3,1,H,1,1,D
D1,201617,02/12/16,Mainz,Bayern Munich,1,3,A,1,2,A
D1,201617,03/12/16,Dortmund,M'gladbach,4,1,H,2,1,H
D1,201617,03/12/16,Hoffenheim,FC Koln,4,0,H,2,0,H
D1,201617,03/12/16,Leverkusen,Freiburg,1,1,D,0,1,A
D1,201617,03/12/16,RB Leipzig,Schalke 04,2,1,H,1,1,D
D1,201617,03/12/16,Werder Bremen,Ingolstadt,2,1,H,1,0,H
D1,201617,03/12/16,Wolfsburg,Hertha,2,3,A,2,1,H
D1,201617,04/12/16,Augsburg,Ein Frankfurt,1,1,D,1,1,D
D1,201617,04/12/16,Darmstadt,Hamburg,0,2,A,0,1,A
D1,201617,09/12/16,Ein Frankfurt,Hoffenheim,0,0,D,0,0,D
D1,201617,10/12/16,Bayern Munich,Wolfsburg,5,0,H,2,0,H
D1,201617,10/12/16,FC Koln,Dortmund,1,1,D,1,0,H
D1,201617,10/12/16,Freiburg,Darmstadt,1,0,H,0,0,D
D1,201617,10/12/16,Hamburg,Augsburg,1,0,H,0,0,D
D1,201617,10/12/16,Hertha,Werder Bremen,0,1,A,0,1,A
D1,201617,10/12/16,Ingolstadt,RB Leipzig,1,0,H,1,0,H
D1,201617,11/12/16,M'gladbach,Mainz,1,0,H,0,0,D
D1,201617,11/12/16,Schalke 04,Leverkusen,0,1,A,0,0,D
D1,201617,16/12/16,Hoffenheim,Dortmund,2,2,D,2,1,H
D1,201617,17/12/16,Augsburg,M'gladbach,1,0,H,0,0,D
D1,201617,17/12/16,Mainz,Hamburg,3,1,H,1,1,D
D1,201617,17/12/16,RB Leipzig,Hertha,2,0,H,1,0,H
D1,201617,17/12/16,Schalke 04,Freiburg,1,1,D,0,0,D
D1,201617,17/12/16,Werder Bremen,FC Koln,1,1,D,1,1,D
D1,201617,17/12/16,Wolfsburg,Ein Frankfurt,1,0,H,1,0,H
D1,201617,18/12/16,Darmstadt,Bayern Munich,0,1,A,0,0,D
D1,201617,18/12/16,Leverkusen,Ingolstadt,1,2,A,0,1,A
D1,201617,20/12/16,Dortmund,Augsburg,1,1,D,0,1,A
D1,201617,20/12/16,Ein Frankfurt,Mainz,3,0,H,1,0,H
D1,201617,20/12/16,Hamburg,Schalke 04,2,1,H,0,0,D
D1,201617,20/12/16,M'gladbach,Wolfsburg,1,2,A,0,1,A
D1,201617,21/12/16,Bayern Munich,RB Leipzig,3,0,H,3,0,H
D1,201617,21/12/16,FC Koln,Leverkusen,1,1,D,1,1,D
D1,201617,21/12/16,Hertha,Darmstadt,2,0,H,0,0,D
D1,201617,21/12/16,Hoffenheim,Werder Bremen,1,1,D,1,0,H
D1,201617,21/12/16,Ingolstadt,Freiburg,1,2,A,0,2,A
D1,201617,20/01/17,Freiburg,Bayern Munich,1,2,A,1,1,D
D1,201617,21/01/17,Augsburg,Hoffenheim,0,2,A,0,0,D
D1,201617,21/01/17,Darmstadt,M'gladbach,0,0,D,0,0,D
D1,201617,21/01/17,RB Leipzig,Ein Frankfurt,3,0,H,2,0,H
D1,201617,21/01/17,Schalke 04,Ingolstadt,1,0,H,0,0,D
D1,201617,21/01/17,Werder Bremen,Dortmund,1,2,A,0,1,A
D1,201617,21/01/17,Wolfsburg,Hamburg,1,0,H,0,0,D
D1,201617,22/01/17,Leverkusen,Hertha,3,1,H,2,1,H
D1,201617,22/01/17,Mainz,FC Koln,0,0,D,0,0,D
D1,201617,27/01/17,Schalke 04,Ein Frankfurt,0,1,A,0,1,A
D1,201617,28/01/17,Darmstadt,FC Koln,1,6,A,0,3,A
D1,201617,28/01/17,Ingolstadt,Hamburg,3,1,H,2,0,H
D1,201617,28/01/17,Leverkusen,M'gladbach,2,3,A,2,0,H
D1,201617,28/01/17,RB Leipzig,Hoffenheim,2,1,H,1,1,D
D1,201617,28/01/17,Werder Bremen,Bayern Munich,1,2,A,0,2,A
D1,201617,28/01/17,Wolfsburg,Augsburg,1,2,A,1,1,D
D1,201617,29/01/17,Freiburg,Hertha,2,1,H,1,0,H
D1,201617,29/01/17,Mainz,Dortmund,1,1,D,0,1,A
D1,201617,03/02/17,Hamburg,Leverkusen,1,0,H,0,0,D
D1,201617,04/02/17,Bayern Munich,Schalke 04,1,1,D,1,1,D
D1,201617,04/02/17,Dortmund,RB Leipzig,1,0,H,1,0,H
D1,201617,04/02/17,FC Koln,Wolfsburg,1,0,H,0,0,D
D1,201617,04/02/17,Hertha,Ingolstadt,1,0,H,1,0,H
D1,201617,04/02/17,Hoffenheim,Mainz,4,0,H,1,0,H
D1,201617,04/02/17,M'gladbach,Freiburg,3,0,H,0,0,D
D1,201617,05/02/17,Augsburg,Werder Bremen,3,2,H,1,1,D
D1,201617,05/02/17,Ein Frankfurt,Darmstadt,2,0,H,0,0,D
D1,201617,10/02/17,Mainz,Augsburg,2,0,H,1,0,H
D1,201617,11/02/17,Darmstadt,Dortmund,2,1,H,1,1,D
D1,201617,11/02/17,Ingolstadt,Bayern Munich,0,2,A,0,0,D
D1,201617,11/02/17,Leverkusen,Ein Frankfurt,3,0,H,1,0,H
D1,201617,11/02/17,RB Leipzig,Hamburg,0,3,A,0,2,A
D1,201617,11/02/17,Schalke 04,Hertha,2,0,H,1,0,H
D1,201617,11/02/17,Werder Bremen,M'gladbach,0,1,A,0,1,A
D1,201617,12/02/17,Freiburg,FC Koln,2,1,H,1,1,D
D1,201617,12/02/17,Wolfsburg,Hoffenheim,2,1,H,0,1,A
D1,201617,17/02/17,Augsburg,Leverkusen,1,3,A,0,2,A
D1,201617,18/02/17,Dortmund,Wolfsburg,3,0,H,1,0,H
D1,201617,18/02/17,Ein Frankfurt,Ingolstadt,0,2,A,0,1,A
D1,201617,18/02/17,Hamburg,Freiburg,2,2,D,1,1,D
D1,201617,18/02/17,Hertha,Bayern Munich,1,1,D,1,0,H
D1,201617,18/02/17,Hoffenheim,Darmstadt,2,0,H,0,0,D
D1,201617,18/02/17,Mainz,Werder Bremen,0,2,A,0,2,A
D1,201617,19/02/17,FC Koln,Schalke 04,1,1,D,1,1,D
D1,201617,19/02/17,M'gladbach,RB Leipzig,1,2,A,0,1,A
D1,201617,24/02/17,Wolfsburg,Werder Bremen,1,2,A,1,2,A
D1,201617,25/02/17,Bayern Munich,Hamburg,8,0,H,3,0,H
D1,201617,25/02/17,Darmstadt,Augsburg,1,2,A,0,0,D
D1,201617,25/02/17,Freiburg,Dortmund,0,3,A,0,1,A
D1,201617,25/02/17,Hertha,Ein Frankfurt,2,0,H,0,0,D
D1,201617,25/02/17,Leverkusen,Mainz,0,2,A,0,2,A
D1,201617,25/02/17,RB Leipzig,FC Koln,3,1,H,2,0,H
D1,201617,26/02/17,Ingolstadt,M'gladbach,0,2,A,0,0,D
D1,201617,26/02/17,Schalke 04,Hoffenheim,1,1,D,1,0,H
D1,201617,03/03/17,Augsburg,RB Leipzig,2,2,D,1,1,D
D1,201617,04/03/17,Dortmund,Leverkusen,6,2,H,2,0,H
D1,201617,04/03/17,FC Koln,Bayern Munich,0,3,A,0,1,A
D1,201617,04/03/17,Hoffenheim,Ingolstadt,5,2,H,1,1,D
D1,201617,04/03/17,Mainz,Wolfsburg,1,1,D,1,1,D
D1,201617,04/03/17,M'gladbach,Schalke 04,4,2,H,1,1,D
D1,201617,04/03/17,Werder Bremen,Darmstadt,2,0,H,0,0,D
D1,201617,05/03/17,Ein Frankfurt,Freiburg,1,2,A,1,1,D
D1,201617,05/03/17,Hamburg,Hertha,1,0,H,0,0,D
D1,201617,10/03/17,Leverkusen,Werder Bremen,1,1,D,1,0,H
D1,201617,11/03/17,Bayern Munich,Ein Frankfurt,3,0,H,2,0,H
D1,201617,11/03/17,Darmstadt,Mainz,2,1,H,2,1,H
D1,201617,11/03/17,Freiburg,Hoffenheim,1,1,D,0,0,D
D1,201617,11/03/17,Hertha,Dortmund,2,1,H,1,0,H
D1,201617,11/03/17,Ingolstadt,FC Koln,2,2,D,1,1,D
D1,201617,11/03/17,RB Leipzig,Wolfsburg,0,1,A,0,1,A
D1,201617,12/03/17,Hamburg,M'gladbach,2,1,H,1,1,D
D1,201617,12/03/17,Schalke 04,Augsburg,3,0,H,3,0,H
D1,201617,17/03/17,Dortmund,Ingolstadt,1,0,H,1,0,H
D1,201617,18/03/17,Augsburg,Freiburg,1,1,D,1,1,D
D1,201617,18/03/17,Ein Frankfurt,Hamburg,0,0,D,0,0,D
D1,201617,18/03/17,FC Koln,Hertha,4,2,H,3,0,H
D1,201617,18/03/17,Hoffenheim,Leverkusen,1,0,H,0,0,D
D1,201617,18/03/17,Werder Bremen,RB Leipzig,3,0,H,1,0,H
D1,201617,18/03/17,Wolfsburg,Darmstadt,1,0,H,1,0,H
D1,201617,19/03/17,Mainz,Schalke 04,0,1,A,0,0,D
D1,201617,19/03/17,M'gladbach,Bayern Munich,0,1,A,0,0,D
D1,201617,31/03/17,Hertha,Hoffenheim,1,3,A,1,1,D
D1,201617,01/04/17,Bayern Munich,Augsburg,6,0,H,2,0,H
D1,201617,01/04/17,Ein Frankfurt,M'gladbach,0,0,D,0,0,D
D1,201617,01/04/17,Freiburg,Werder Bremen,2,5,A,0,2,A
D1,201617,01/04/17,Hamburg,FC Koln,2,1,H,1,1,D
D1,201617,01/04/17,RB Leipzig,Darmstadt,4,0,H,1,0,H
D1,201617,01/04/17,Schalke 04,Dortmund,1,1,D,0,0,D
D1,201617,02/04/17,Ingolstadt,Mainz,2,1,H,1,0,H
D1,201617,02/04/17,Leverkusen,Wolfsburg,3,3,D,1,0,H
D1,201617,04/04/17,Dortmund,Hamburg,3,0,H,1,0,H
D1,201617,04/04/17,FC Koln,Ein Frankfurt,1,0,H,0,0,D
D1,201617,04/04/17,Hoffenheim,Bayern Munich,1,0,H,1,0,H
D1,201617,04/04/17,Werder Bremen,Schalke 04,3,0,H,1,0,H
D1,201617,05/04/17,Augsburg,Ingolstadt,2,3,A,0,2,A
D1,201617,05/04/17,Darmstadt,Leverkusen,0,2,A,0,1,A
D1,201617,05/04/17,Mainz,RB Leipzig,2,3,A,0,0,D
D1,201617,05/04/17,M'gladbach,Hertha,1,0,H,1,0,H
D1,201617,05/04/17,Wolfsburg,Freiburg,0,1,A,0,0,D
D1,201617,07/04/17,Ein Frankfurt,Werder Bremen,2,2,D,0,2,A
D1,201617,08/04/17,Bayern Munich,Dortmund,4,1,H,2,1,H
D1,201617,08/04/17,FC Koln,M'gladbach,2,3,A,1,1,D
D1,201617,08/04/17,Freiburg,Mainz,1,0,H,0,0,D
D1,201617,08/04/17,Hamburg,Hoffenheim,2,1,H,1,1,D
D1,201617,08/04/17,RB Leipzig,Leverkusen,1,0,H,0,0,D
D1,201617,08/04/17,Schalke 04,Wolfsburg,4,1,H,2,0,H
D1,201617,09/04/17,Hertha,Augsburg,2,0,H,2,0,H
D1,201617,09/04/17,Ingolstadt,Darmstadt,3,2,H,1,2,A
D1,201617,15/04/17,Augsburg,FC Koln,2,1,H,2,0,H
D1,201617,15/04/17,Dortmund,Ein Frankfurt,3,1,H,2,1,H
D1,201617,15/04/17,Hoffenheim,M'gladbach,5,3,H,2,2,D
D1,201617,15/04/17,Leverkusen,Bayern Munich,0,0,D,0,0,D
D1,201617,15/04/17,Mainz,Hertha,1,0,H,1,0,H
D1,201617,15/04/17,RB Leipzig,Freiburg,4,0,H,2,0,H
D1,201617,15/04/17,Wolfsburg,Ingolstadt,3,0,H,1,0,H
D1,201617,16/04/17,Darmstadt,Schalke 04,2,1,H,1,0,H
D1,201617,16/04/17,Werder Bremen,Hamburg,2,1,H,1,1,D
D1,201617,21/04/17,FC Koln,Hoffenheim,1,1,D,0,0,D
D1,201617,22/04/17,Bayern Munich,Mainz,2,2,D,1,2,A
D1,201617,22/04/17,Ein Frankfurt,Augsburg,3,1,H,0,1,A
D1,201617,22/04/17,Hamburg,Darmstadt,1,2,A,0,0,D
D1,201617,22/04/17,Hertha,Wolfsburg,1,0,H,0,0,D
D1,201617,22/04/17,Ingolstadt,Werder Bremen,2,4,A,1,1,D
D1,201617,22/04/17,M'gladbach,Dortmund,2,3,A,1,1,D
D1,201617,23/04/17,Freiburg,Leverkusen,2,1,H,1,0,H
D1,201617,23/04/17,Schalke 04,RB Leipzig,1,1,D,0,1,A
D1,201617,28/04/17,Leverkusen,Schalke 04,1,4,A,0,3,A
D1,201617,29/04/17,Darmstadt,Freiburg,3,0,H,2,0,H
D1,201617,29/04/17,Dortmund,FC Koln,0,0,D,0,0,D
D1,201617,29/04/17,Mainz,M'gladbach,1,2,A,0,1,A
D1,201617,29/04/17,RB Leipzig,Ingolstadt,0,0,D,0,0,D
D1,201617,29/04/17,Werder Bremen,Hertha,2,0,H,2,0,H
D1,201617,29/04/17,Wolfsburg,Bayern Munich,0,6,A,0,3,A
D1,201617,30/04/17,Augsburg,Hamburg,4,0,H,2,0,H
D1,201617,30/04/17,Hoffenheim,Ein Frankfurt,1,0,H,0,0,D
D1,201617,05/05/17,FC Koln,Werder Bremen,4,3,H,3,2,H
D1,201617,06/05/17,Bayern Munich,Darmstadt,1,0,H,1,0,H
D1,201617,06/05/17,Dortmund,Hoffenheim,2,1,H,1,0,H
D1,201617,06/05/17,Ein Frankfurt,Wolfsburg,0,2,A,0,0,D
D1,201617,06/05/17,Hertha,RB Leipzig,1,4,A,0,1,A
D1,201617,06/05/17,Ingolstadt,Leverkusen,1,1,D,0,0,D
D1,201617,06/05/17,M'gladbach,Augsburg,1,1,D,0,0,D
D1,201617,07/05/17,Freiburg,Schalke 04,2,0,H,2,0,H
D1,201617,07/05/17,Hamburg,Mainz,0,0,D,0,0,D
D1,201617,13/05/17,Augsburg,Dortmund,1,1,D,1,1,D
D1,201617,13/05/17,Darmstadt,Hertha,0,2,A,0,2,A
D1,201617,13/05/17,Freiburg,Ingolstadt,1,1,D,1,1,D
D1,201617,13/05/17,Leverkusen,FC Koln,2,2,D,0,1,A
D1,201617,13/05/17,Mainz,Ein Frankfurt,4,2,H,0,1,A
D1,201617,13/05/17,RB Leipzig,Bayern Munich,4,5,A,2,1,H
D1,201617,13/05/17,Schalke 04,Hamburg,1,1,D,1,0,H
D1,201617,13/05/17,Werder Bremen,Hoffenheim,3,5,A,0,3,A
D1,201617,13/05/17,Wolfsburg,M'gladbach,1,1,D,0,1,A
D1,201617,20/05/17,Bayern Munich,Freiburg,4,1,H,1,0,H
D1,201617,20/05/17,Dortmund,Werder Bremen,4,3,H,2,1,H
D1,201617,20/05/17,Ein Frankfurt,RB Leipzig,2,2,D,0,1,A
D1,201617,20/05/17,FC Koln,Mainz,2,0,H,1,0,H
D1,201617,20/05/17,Hamburg,Wolfsburg,2,1,H,1,1,D
D1,201617,20/05/17,Hertha,Leverkusen,2,6,A,0,3,A
D1,201617,20/05/17,Hoffenheim,Augsburg,0,0,D,0,0,D
D1,201617,20/05/17,Ingolstadt,Schalke 04,1,1,D,1,1,D
D1,201617,20/05/17,M'gladbach,Darmstadt,2,2,D,0,0,D
